eat	0:10800:Africa/Addis_Ababa;0:10800:Africa/Khartoum;0:10800:Africa/Asmara;0:10800:Africa/Asmera;0:10800:Africa/Dar_es_Salaam;0:10800:Africa/Djibouti;0:10800:Africa/Juba;0:10800:Africa/Kampala;0:10800:Africa/Mogadishu;0:10800:Africa/Nairobi;0:10800:Indian/Antananarivo;0:10800:Indian/Comoro;0:10800:Indian/Mayotte
eddt	1:-10800:America/Iqaluit
edt	1:-14400:America/New_York;1:-14400:America/Cancun;1:-14400:America/Detroit;1:-14400:America/Fort_Wayne;1:-14400:America/Grand_Turk;1:-14400:America/Indiana/Indianapolis;1:-14400:America/Indiana/Marengo;1:-14400:America/Indiana/Petersburg;1:-14400:America/Indiana/Tell_City;1:-14400:America/Indiana/Vevay;1:-14400:America/Indiana/Vincennes;1:-14400:America/Indiana/Winamac;1:-14400:America/Indianapolis;1:-14400:America/Iqaluit;1:-14400:America/Jamaica;1:-14400:America/Kentucky/Louisville;1:-14400:America/Kentucky/Monticello;1:-14400:America/Louisville;1:-14400:America/Montreal;1:-14400:America/Nassau;1:-14400:America/Nipigon;1:-14400:America/Pangnirtung;1:-14400:America/Port-au-Prince;1:-14400:America/Santo_Domingo;1:-14400:America/Thunder_Bay;1:-14400:America/Toronto;1:-14400:Canada/Eastern
eest	1:10800:Europe/Helsinki;1:10800:Africa/Cairo;1:10800:Asia/Amman;1:10800:Asia/Beirut;1:10800:Asia/Damascus;1:10800:Asia/Famagusta;1:10800:Asia/Gaza;1:10800:Asia/Hebron;1:10800:Asia/Istanbul;1:10800:Asia/Nicosia;1:10800:Europe/Athens;1:10800:Europe/Bucharest;1:10800:Europe/Chisinau;1:10800:Europe/Istanbul;1:10800:Europe/Kaliningrad;1:10800:Europe/Kiev;1:10800:Europe/Mariehamn;1:10800:Europe/Minsk;1:10800:Europe/Moscow;1:10800:Europe/Nicosia;1:10800:Europe/Riga;1:10800:Europe/Simferopol;1:10800:Europe/Sofia;1:10800:Europe/Tallinn;1:10800:Europe/Tiraspol;1:10800:Europe/Uzhgorod;1:10800:Europe/Vilnius;1:10800:Europe/Warsaw;1:10800:Europe/Zaporozhye
eet	0:7200:Europe/Helsinki;0:7200:Africa/Cairo;0:7200:Africa/Tripoli;0:7200:Asia/Amman;0:7200:Asia/Beirut;0:7200:Asia/Damascus;0:7200:Asia/Famagusta;0:7200:Asia/Gaza;0:7200:Asia/Hebron;0:7200:Asia/Istanbul;0:7200:Asia/Nicosia;0:7200:Europe/Athens;0:7200:Europe/Bucharest;0:7200:Europe/Chisinau;0:7200:Europe/Istanbul;0:7200:Europe/Kaliningrad;0:7200:Europe/Kiev;0:7200:Europe/Mariehamn;0:7200:Europe/Minsk;0:7200:Europe/Moscow;0:7200:Europe/Nicosia;0:7200:Europe/Riga;0:7200:Europe/Simferopol;0:7200:Europe/Sofia;0:7200:Europe/Tallinn;0:7200:Europe/Tiraspol;0:7200:Europe/Uzhgorod;0:7200:Europe/Vilnius;0:7200:Europe/Warsaw;0:7200:Europe/Zaporozhye
emt	0:-26248:Chile/EasterIsland;0:-26248:Pacific/Easter
ept	1:-14400:America/New_York;1:-14400:America/Detroit;1:-14400:America/Iqaluit;1:-14400:America/Montreal;1:-14400:America/Nipigon;1:-14400:America/Thunder_Bay;1:-14400:America/Toronto;1:-14400:Canada/Eastern
est	0:-18000:America/New_York;0:-18000:America/Atikokan;0:-18000:America/Cambridge_Bay;0:-18000:America/Cancun;0:-18000:America/Cayman;0:-18000:America/Chicago;0:-18000:America/Coral_Harbour;0:-18000:America/Detroit;0:-18000:America/Fort_Wayne;0:-18000:America/Grand_Turk;0:-18000:America/Indiana/Indianapolis;0:-18000:America/Indiana/Knox;0:-18000:America/Indiana/Marengo;0:-18000:America/Indiana/Petersburg;0:-18000:America/Indiana/Tell_City;0:-18000:America/Indiana/Vevay;0:-18000:America/Indiana/Vincennes;0:-18000:America/Indiana/Winamac;0:-18000:America/Indianapolis;0:-18000:America/Iqaluit;0:-18000:America/Jamaica;0:-18000:America/Kentucky/Louisville;0:-18000:America/Kentucky/Monticello;0:-18000:America/Knox_IN;0:-18000:America/Louisville;0:-18000:America/Managua;0:-18000:America/Menominee;0:-18000:America/Merida;0:-18000:America/Moncton;0:-18000:America/Montreal;0:-18000:America/Nassau;0:-18000:America/Nipigon;0:-18000:America/Panama;0:-18000:America/Pangnirtung;0:-18000:America/Port-au-Prince;0:-18000:America/Rankin_Inlet;0:-18000:America/Resolute;0:-18000:America/Santo_Domingo;0:-18000:America/Thunder_Bay;0:-18000:America/Toronto;0:-18000:Canada/Eastern
ewt	1:-14400:America/New_York;1:-14400:America/Detroit;1:-14400:America/Iqaluit;1:-14400:America/Montreal;1:-14400:America/Nipigon;1:-14400:America/Thunder_Bay;1:-14400:America/Toronto;1:-14400:Canada/Eastern
ffmt	0:-14660:America/Martinique
fmt	0:-4056:Atlantic/Madeira
gdt	1:39600:Pacific/Guam;1:39600:Pacific/Saipan
gmt	0:0:Africa/Abidjan;0:0:Africa/Accra;0:0:Africa/Bamako;0:0:Africa/Banjul;0:0:Africa/Bissau;0:0:Africa/Conakry;0:0:Africa/Dakar;0:0:Africa/Freetown;0:0:Africa/Lome;0:0:Africa/Monrovia;0:0:Africa/Nouakchott;0:0:Africa/Ouagadougou;0:0:Africa/Sao_Tome;0:0:Africa/Timbuktu;0:0:America/Danmarkshavn;0:0:Atlantic/Reykjavik;0:0:Atlantic/St_Helena;0:0:Etc/GMT;0:0:Etc/Greenwich;0:0:Europe/Belfast;0:0:Europe/Dublin;0:0:Europe/Gibraltar;0:0:Europe/Guernsey;0:0:Europe/Isle_of_Man;0:0:Europe/Jersey;0:0:Europe/London;0:0:GB;1:0:Europe/Bratislava;1:0:Europe/Dublin;1:0:Europe/Prague
gst	0:36000:Pacific/Guam;0:36000:Pacific/Saipan
hdt	1:-34200:Pacific/Honolulu;1:-32400:America/Adak;1:-32400:America/Atka;1:-34200:Pacific/Johnston
hkst	1:32400:Asia/Hong_Kong
hkt	0:28800:Asia/Hong_Kong;0:30600:Asia/Hong_Kong
hmt	0:-19776:America/Havana;0:-6872:Atlantic/Azores;0:21200:Asia/Dacca;0:21200:Asia/Dhaka;0:5989:Europe/Helsinki;0:5989:Europe/Mariehamn
hpt	1:-34200:Pacific/Honolulu;1:-34200:Pacific/Johnston
hst	0:-36000:Pacific/Honolulu;0:-37800:Pacific/Honolulu;0:-36000:America/Adak;0:-36000:America/Atka;0:-36000:Pacific/Johnston;0:-37800:Pacific/Johnston
hwt	1:-34200:Pacific/Honolulu;1:-34200:Pacific/Johnston
iddt	1:14400:Asia/Jerusalem;1:14400:Asia/Tel_Aviv
idt	1:10800:Asia/Jerusalem;1:10800:Asia/Gaza;1:10800:Asia/Hebron;1:10800:Asia/Tel_Aviv
imt	0:25025:Asia/Irkutsk;0:7016:Asia/Istanbul;0:7016:Europe/Istanbul
ist	0:7200:Asia/Jerusalem;0:19800:Asia/Calcutta;0:19800:Asia/Kolkata;1:2079:Europe/Dublin;0:3600:Europe/Dublin;1:3600:Europe/Dublin;0:7200:Asia/Gaza;0:7200:Asia/Hebron;0:7200:Asia/Tel_Aviv
jdt	1:36000:Asia/Tokyo
jmt	0:8440:Asia/Jerusalem;0:8440:Asia/Tel_Aviv
jst	0:32400:Asia/Tokyo;0:32400:Asia/Hong_Kong;0:32400:Asia/Manila;0:32400:Asia/Pyongyang;0:32400:Asia/Seoul;0:32400:Asia/Taipei;0:32400:ROC;0:32400:ROK
kdt	1:36000:Asia/Seoul;1:34200:Asia/Seoul;1:34200:ROK;1:36000:ROK
kmt	0:5736:Europe/Vilnius;0:-18430:America/Grand_Turk;0:-18430:America/Jamaica;0:7324:Europe/Kiev
kst	0:30600:Asia/Seoul;0:32400:Asia/Pyongyang;0:32400:Asia/Seoul;0:30600:Asia/Pyongyang;0:30600:ROK;0:32400:ROK
lst	1:9394:Europe/Riga
mddt	1:-18000:America/Cambridge_Bay;1:-18000:America/Yellowknife
mdst	1:16279:Europe/Moscow
